"intersection_id","tollgate_id","time_window","avg_travel_time"
"A","3","[2016-09-17 09:20:00,2016-09-17 09:40:00)","124.43"
"A","3","[2016-09-17 09:40:00,2016-09-17 10:00:00)","132.77"
"A","3","[2016-09-17 17:00:00,2016-09-17 17:20:00)","145.43"
"A","3","[2016-09-17 17:20:00,2016-09-17 17:40:00)","95.67"
"A","3","[2016-09-17 17:40:00,2016-09-17 18:00:00)","135.42"
"A","3","[2016-09-17 18:00:00,2016-09-17 18:20:00)","151.02"
"A","3","[2016-09-17 18:20:00,2016-09-17 18:40:00)","111.69"
"A","3","[2016-09-17 18:40:00,2016-09-17 19:00:00)","108.31"
"A","3","[2016-09-18 08:00:00,2016-09-18 08:20:00)","192.95"
"A","3","[2016-09-18 08:20:00,2016-09-18 08:40:00)","143.88"
"A","3","[2016-09-18 08:40:00,2016-09-18 09:00:00)","141.09"
"A","3","[2016-09-18 09:00:00,2016-09-18 09:20:00)","137.96"
"A","3","[2016-09-18 09:20:00,2016-09-18 09:40:00)","221.57"
"A","3","[2016-09-18 09:40:00,2016-09-18 10:00:00)","93.02"
"A","3","[2016-09-18 17:00:00,2016-09-18 17:20:00)","111.77"
"A","3","[2016-09-18 17:20:00,2016-09-18 17:40:00)","99.74"
"A","3","[2016-09-18 17:40:00,2016-09-18 18:00:00)","98.78"
"A","3","[2016-09-18 18:00:00,2016-09-18 18:20:00)","119.18"
"A","3","[2016-09-18 18:20:00,2016-09-18 18:40:00)","126.85"
"A","3","[2016-09-18 18:40:00,2016-09-18 19:00:00)","120.82"
"A","3","[2016-09-19 08:00:00,2016-09-19 08:20:00)","122.93"
"A","3","[2016-09-19 08:20:00,2016-09-19 08:40:00)","125.95"
"A","3","[2016-09-19 08:40:00,2016-09-19 09:00:00)","125.28"
"A","3","[2016-09-19 09:00:00,2016-09-19 09:20:00)","132.03"
"A","3","[2016-09-19 09:20:00,2016-09-19 09:40:00)","123.7"
"A","3","[2016-09-19 09:40:00,2016-09-19 10:00:00)","225.87"
"A","3","[2016-09-19 17:00:00,2016-09-19 17:20:00)","115.72"
"A","3","[2016-09-19 17:20:00,2016-09-19 17:40:00)","134.77"
"A","3","[2016-09-19 17:40:00,2016-09-19 18:00:00)","124.86"
"A","3","[2016-09-19 18:00:00,2016-09-19 18:20:00)","110.21"
"A","3","[2016-09-19 18:20:00,2016-09-19 18:40:00)","94.86"
"A","3","[2016-09-19 18:40:00,2016-09-19 19:00:00)","130.83"
"A","3","[2016-09-20 08:00:00,2016-09-20 08:20:00)","120.8"
"A","3","[2016-09-20 08:20:00,2016-09-20 08:40:00)","115.92"
"A","3","[2016-09-20 08:40:00,2016-09-20 09:00:00)","156.26"
"A","3","[2016-09-20 09:00:00,2016-09-20 09:20:00)","127.25"
"A","3","[2016-09-20 09:20:00,2016-09-20 09:40:00)","131.14"
"A","3","[2016-09-20 09:40:00,2016-09-20 10:00:00)","118.32"
"A","3","[2016-09-20 17:00:00,2016-09-20 17:20:00)","106.79"
"A","3","[2016-09-20 17:20:00,2016-09-20 17:40:00)","128.15"
"A","3","[2016-09-20 17:40:00,2016-09-20 18:00:00)","101.61"
"A","3","[2016-09-20 18:00:00,2016-09-20 18:20:00)","112.62"
"A","3","[2016-09-20 18:20:00,2016-09-20 18:40:00)","142.51"
"A","3","[2016-09-20 18:40:00,2016-09-20 19:00:00)","96.71"
"A","3","[2016-09-21 08:00:00,2016-09-21 08:20:00)","127.49"
"A","3","[2016-09-21 08:20:00,2016-09-21 08:40:00)","107.83"
"A","3","[2016-09-21 08:40:00,2016-09-21 09:00:00)","104.91"
"A","3","[2016-09-21 09:00:00,2016-09-21 09:20:00)","272.65"
"A","3","[2016-09-21 09:20:00,2016-09-21 09:40:00)","227.0"
"A","3","[2016-09-21 09:40:00,2016-09-21 10:00:00)","101.48"
"A","3","[2016-09-21 17:00:00,2016-09-21 17:20:00)","115.54"
"A","3","[2016-09-21 17:20:00,2016-09-21 17:40:00)","93.73"
"A","3","[2016-09-21 17:40:00,2016-09-21 18:00:00)","108.61"
"A","3","[2016-09-21 18:00:00,2016-09-21 18:20:00)","108.34"
"A","3","[2016-09-21 18:20:00,2016-09-21 18:40:00)","117.79"
"A","3","[2016-09-21 18:40:00,2016-09-21 19:00:00)","119.67"
"A","3","[2016-09-22 08:00:00,2016-09-22 08:20:00)","138.1"
"A","3","[2016-09-22 08:20:00,2016-09-22 08:40:00)","108.66"
"A","3","[2016-09-22 08:40:00,2016-09-22 09:00:00)","127.22"
"A","3","[2016-09-22 09:00:00,2016-09-22 09:20:00)","125.58"
"A","3","[2016-09-22 09:20:00,2016-09-22 09:40:00)","112.33"
"A","3","[2016-09-22 09:40:00,2016-09-22 10:00:00)","102.81"
"A","3","[2016-09-22 17:00:00,2016-09-22 17:20:00)","125.7"
"A","3","[2016-09-22 17:20:00,2016-09-22 17:40:00)","101.77"
"A","3","[2016-09-22 17:40:00,2016-09-22 18:00:00)","126.53"
"A","3","[2016-09-22 18:00:00,2016-09-22 18:20:00)","145.8"
"A","3","[2016-09-22 18:20:00,2016-09-22 18:40:00)","114.23"
"A","3","[2016-09-22 18:40:00,2016-09-22 19:00:00)","90.44"
"A","3","[2016-09-23 08:00:00,2016-09-23 08:20:00)","123.56"
"A","3","[2016-09-23 08:20:00,2016-09-23 08:40:00)","138.71"
"A","3","[2016-09-23 08:40:00,2016-09-23 09:00:00)","109.8"
"A","3","[2016-09-23 09:00:00,2016-09-23 09:20:00)","148.51"
"A","3","[2016-09-23 09:20:00,2016-09-23 09:40:00)","183.8"
"A","3","[2016-09-23 09:40:00,2016-09-23 10:00:00)","105.21"
"A","3","[2016-09-23 17:00:00,2016-09-23 17:20:00)","95.54"
"A","3","[2016-09-23 17:20:00,2016-09-23 17:40:00)","122.02"
"A","3","[2016-09-23 17:40:00,2016-09-23 18:00:00)","95.18"
"A","3","[2016-09-23 18:00:00,2016-09-23 18:20:00)","113.32"
"A","3","[2016-09-23 18:20:00,2016-09-23 18:40:00)","107.8"
"A","3","[2016-09-23 18:40:00,2016-09-23 19:00:00)","137.49"
"A","3","[2016-09-24 08:00:00,2016-09-24 08:20:00)","109.19"
"A","3","[2016-09-24 08:20:00,2016-09-24 08:40:00)","140.02"
"A","3","[2016-09-24 08:40:00,2016-09-24 09:00:00)","119.7"
"A","3","[2016-09-24 09:00:00,2016-09-24 09:20:00)","111.19"
"A","3","[2016-09-24 09:20:00,2016-09-24 09:40:00)","114.83"
"A","3","[2016-09-24 09:40:00,2016-09-24 10:00:00)","186.89"
"A","3","[2016-09-24 17:00:00,2016-09-24 17:20:00)","194.42"
"A","3","[2016-09-24 17:20:00,2016-09-24 17:40:00)","128.59"
"A","3","[2016-09-24 17:40:00,2016-09-24 18:00:00)","120.15"
"A","3","[2016-09-24 18:00:00,2016-09-24 18:20:00)","129.76"
"A","3","[2016-09-24 18:20:00,2016-09-24 18:40:00)","126.19"
"A","3","[2016-09-24 18:40:00,2016-09-24 19:00:00)","126.81"
"A","3","[2016-09-25 08:00:00,2016-09-25 08:20:00)","113.11"
"A","3","[2016-09-25 08:20:00,2016-09-25 08:40:00)","150.57"
"A","3","[2016-09-25 08:40:00,2016-09-25 09:00:00)","164.74"
"A","3","[2016-09-25 09:00:00,2016-09-25 09:20:00)","204.25"
"A","3","[2016-09-25 09:20:00,2016-09-25 09:40:00)","273.7"
"A","3","[2016-09-25 09:40:00,2016-09-25 10:00:00)","227.49"
"A","3","[2016-09-25 17:00:00,2016-09-25 17:20:00)","124.23"
"A","3","[2016-09-25 17:20:00,2016-09-25 17:40:00)","154.71"
"A","3","[2016-09-25 17:40:00,2016-09-25 18:00:00)","113.66"
"A","3","[2016-09-25 18:00:00,2016-09-25 18:20:00)","140.25"
"A","3","[2016-09-25 18:20:00,2016-09-25 18:40:00)","96.74"
"A","3","[2016-09-25 18:40:00,2016-09-25 19:00:00)","130.55"
"A","3","[2016-09-26 08:00:00,2016-09-26 08:20:00)","350.52"
"A","3","[2016-09-26 08:20:00,2016-09-26 08:40:00)","470.3"
"A","3","[2016-09-26 08:40:00,2016-09-26 09:00:00)","393.42"
"A","3","[2016-09-26 09:00:00,2016-09-26 09:20:00)","295.16"
"A","3","[2016-09-26 09:20:00,2016-09-26 09:40:00)","274.15"
"A","3","[2016-09-26 09:40:00,2016-09-26 10:00:00)","123.99"
"A","3","[2016-09-26 17:00:00,2016-09-26 17:20:00)","91.7"
"A","3","[2016-09-26 17:20:00,2016-09-26 17:40:00)","98.46"
"A","3","[2016-09-26 17:40:00,2016-09-26 18:00:00)","119.45"
"A","3","[2016-09-26 18:00:00,2016-09-26 18:20:00)","99.21"
"A","3","[2016-09-26 18:20:00,2016-09-26 18:40:00)","103.93"
"A","3","[2016-09-26 18:40:00,2016-09-26 19:00:00)","125.1"
"A","3","[2016-09-27 08:00:00,2016-09-27 08:20:00)","148.05"
"A","3","[2016-09-27 08:20:00,2016-09-27 08:40:00)","195.2"
"A","3","[2016-09-27 08:40:00,2016-09-27 09:00:00)","193.67"
"A","3","[2016-09-27 09:00:00,2016-09-27 09:20:00)","158.68"
"A","3","[2016-09-27 09:20:00,2016-09-27 09:40:00)","129.74"
"A","3","[2016-09-27 09:40:00,2016-09-27 10:00:00)","135.57"
"A","3","[2016-09-27 17:00:00,2016-09-27 17:20:00)","111.67"
"A","3","[2016-09-27 17:20:00,2016-09-27 17:40:00)","102.73"
"A","3","[2016-09-27 17:40:00,2016-09-27 18:00:00)","104.64"
"A","3","[2016-09-27 18:00:00,2016-09-27 18:20:00)","115.85"
"A","3","[2016-09-27 18:20:00,2016-09-27 18:40:00)","128.57"
"A","3","[2016-09-27 18:40:00,2016-09-27 19:00:00)","116.37"
"A","3","[2016-09-28 08:00:00,2016-09-28 08:20:00)","164.87"
"A","3","[2016-09-28 08:20:00,2016-09-28 08:40:00)","171.21"
"A","3","[2016-09-28 08:40:00,2016-09-28 09:00:00)","200.28"
"A","3","[2016-09-28 09:00:00,2016-09-28 09:20:00)","209.94"
"A","3","[2016-09-28 09:20:00,2016-09-28 09:40:00)","213.66"
"A","3","[2016-09-28 09:40:00,2016-09-28 10:00:00)","159.05"
"A","3","[2016-09-28 17:00:00,2016-09-28 17:20:00)","122.52"
"A","3","[2016-09-28 17:20:00,2016-09-28 17:40:00)","112.68"
"A","3","[2016-09-28 17:40:00,2016-09-28 18:00:00)","128.67"
"A","3","[2016-09-28 18:00:00,2016-09-28 18:20:00)","133.99"
"A","3","[2016-09-28 18:20:00,2016-09-28 18:40:00)","115.91"
"A","3","[2016-09-28 18:40:00,2016-09-28 19:00:00)","112.29"
"A","3","[2016-09-29 08:00:00,2016-09-29 08:20:00)","170.06"
"A","3","[2016-09-29 08:20:00,2016-09-29 08:40:00)","355.04"
"A","3","[2016-09-29 08:40:00,2016-09-29 09:00:00)","368.73"
"A","3","[2016-09-29 09:00:00,2016-09-29 09:20:00)","229.9"
"A","3","[2016-09-29 09:20:00,2016-09-29 09:40:00)","290.79"
"A","3","[2016-09-29 09:40:00,2016-09-29 10:00:00)","183.61"
"A","3","[2016-09-29 17:00:00,2016-09-29 17:20:00)","145.52"
"A","3","[2016-09-29 17:20:00,2016-09-29 17:40:00)","122.83"
"A","3","[2016-09-29 17:40:00,2016-09-29 18:00:00)","118.9"
"A","3","[2016-09-29 18:40:00,2016-09-29 19:00:00)","214.43"
"A","3","[2016-09-30 08:00:00,2016-09-30 08:20:00)","233.79"
"A","3","[2016-09-30 08:20:00,2016-09-30 08:40:00)","199.18"
"A","3","[2016-09-30 08:40:00,2016-09-30 09:00:00)","248.47"
"A","3","[2016-09-30 09:00:00,2016-09-30 09:20:00)","157.7"
"A","3","[2016-09-30 09:20:00,2016-09-30 09:40:00)","142.89"
"A","3","[2016-09-30 09:40:00,2016-09-30 10:00:00)","115.32"
"A","3","[2016-09-30 17:00:00,2016-09-30 17:20:00)","135.67"
"A","3","[2016-09-30 17:20:00,2016-09-30 17:40:00)","136.96"
"A","3","[2016-09-30 17:40:00,2016-09-30 18:00:00)","109.65"
"A","3","[2016-09-30 18:00:00,2016-09-30 18:20:00)","115.75"
"A","3","[2016-09-30 18:20:00,2016-09-30 18:40:00)","117.05"
"A","3","[2016-09-30 18:40:00,2016-09-30 19:00:00)","133.5"
"A","3","[2016-10-01 08:00:00,2016-10-01 08:20:00)","101.69"
"A","3","[2016-10-01 08:20:00,2016-10-01 08:40:00)","90.41"
"A","3","[2016-10-01 08:40:00,2016-10-01 09:00:00)","103.64"
"A","3","[2016-10-01 09:00:00,2016-10-01 09:20:00)","100.5"
"A","3","[2016-10-01 09:20:00,2016-10-01 09:40:00)","114.13"
"A","3","[2016-10-01 09:40:00,2016-10-01 10:00:00)","192.86"
"A","3","[2016-10-01 17:00:00,2016-10-01 17:20:00)","95.09"
"A","3","[2016-10-01 17:20:00,2016-10-01 17:40:00)","106.59"
"A","3","[2016-10-01 17:40:00,2016-10-01 18:00:00)","88.78"
"A","3","[2016-10-01 18:00:00,2016-10-01 18:20:00)","98.23"
"A","3","[2016-10-01 18:20:00,2016-10-01 18:40:00)","99.94"
"A","3","[2016-10-01 18:40:00,2016-10-01 19:00:00)","101.86"
"A","3","[2016-10-02 08:00:00,2016-10-02 08:20:00)","135.11"
"A","3","[2016-10-02 08:20:00,2016-10-02 08:40:00)","121.79"
"A","3","[2016-10-02 08:40:00,2016-10-02 09:00:00)","86.3"
"A","3","[2016-10-02 09:00:00,2016-10-02 09:20:00)","105.59"
"A","3","[2016-10-02 09:20:00,2016-10-02 09:40:00)","108.2"
"A","3","[2016-10-02 09:40:00,2016-10-02 10:00:00)","165.89"
"A","3","[2016-10-02 17:00:00,2016-10-02 17:20:00)","107.24"
"A","3","[2016-10-02 17:20:00,2016-10-02 17:40:00)","94.88"
"A","3","[2016-10-02 17:40:00,2016-10-02 18:00:00)","117.15"
"A","3","[2016-10-02 18:00:00,2016-10-02 18:20:00)","128.03"
"A","3","[2016-10-02 18:20:00,2016-10-02 18:40:00)","111.4"
"A","3","[2016-10-02 18:40:00,2016-10-02 19:00:00)","86.07"
"A","3","[2016-10-03 08:00:00,2016-10-03 08:20:00)","87.5"
"A","3","[2016-10-03 08:20:00,2016-10-03 08:40:00)","99.22"
"A","3","[2016-10-03 08:40:00,2016-10-03 09:00:00)","123.54"
"A","3","[2016-10-03 09:00:00,2016-10-03 09:20:00)","148.26"
"A","3","[2016-10-03 09:20:00,2016-10-03 09:40:00)","172.34"
"A","3","[2016-10-03 09:40:00,2016-10-03 10:00:00)","188.31"
"A","3","[2016-10-03 17:00:00,2016-10-03 17:20:00)","127.92"
"A","3","[2016-10-03 17:20:00,2016-10-03 17:40:00)","92.88"
"A","3","[2016-10-03 17:40:00,2016-10-03 18:00:00)","98.32"
"A","3","[2016-10-03 18:00:00,2016-10-03 18:20:00)","109.58"
"A","3","[2016-10-03 18:20:00,2016-10-03 18:40:00)","92.26"
"A","3","[2016-10-03 18:40:00,2016-10-03 19:00:00)","107.76"
"A","3","[2016-10-04 08:00:00,2016-10-04 08:20:00)","99.27"
"A","3","[2016-10-04 08:20:00,2016-10-04 08:40:00)","98.56"
"A","3","[2016-10-04 08:40:00,2016-10-04 09:00:00)","109.5"
"A","3","[2016-10-04 09:00:00,2016-10-04 09:20:00)","95.76"
"A","3","[2016-10-04 09:20:00,2016-10-04 09:40:00)","113.12"
"A","3","[2016-10-04 09:40:00,2016-10-04 10:00:00)","114.83"
"A","3","[2016-10-04 17:00:00,2016-10-04 17:20:00)","100.61"
"A","3","[2016-10-04 17:20:00,2016-10-04 17:40:00)","116.14"
"A","3","[2016-10-04 17:40:00,2016-10-04 18:00:00)","112.42"
"A","3","[2016-10-04 18:00:00,2016-10-04 18:20:00)","164.2"
"A","3","[2016-10-04 18:20:00,2016-10-04 18:40:00)","89.14"
"A","3","[2016-10-04 18:40:00,2016-10-04 19:00:00)","111.9"
"A","3","[2016-10-05 08:00:00,2016-10-05 08:20:00)","101.68"
"A","3","[2016-10-05 08:20:00,2016-10-05 08:40:00)","101.37"
"A","3","[2016-10-05 08:40:00,2016-10-05 09:00:00)","104.85"
"A","3","[2016-10-05 09:00:00,2016-10-05 09:20:00)","106.25"
"A","3","[2016-10-05 09:20:00,2016-10-05 09:40:00)","126.41"
"A","3","[2016-10-05 09:40:00,2016-10-05 10:00:00)","129.86"
"A","3","[2016-10-05 17:00:00,2016-10-05 17:20:00)","139.05"
"A","3","[2016-10-05 17:20:00,2016-10-05 17:40:00)","111.26"
"A","3","[2016-10-05 17:40:00,2016-10-05 18:00:00)","114.27"
"A","3","[2016-10-05 18:00:00,2016-10-05 18:20:00)","114.55"
"A","3","[2016-10-05 18:20:00,2016-10-05 18:40:00)","112.51"
"A","3","[2016-10-05 18:40:00,2016-10-05 19:00:00)","118.47"
"A","3","[2016-10-06 08:00:00,2016-10-06 08:20:00)","89.27"
"A","3","[2016-10-06 08:20:00,2016-10-06 08:40:00)","80.44"
"A","3","[2016-10-06 08:40:00,2016-10-06 09:00:00)","101.34"
"A","3","[2016-10-06 09:00:00,2016-10-06 09:20:00)","95.25"
"A","3","[2016-10-06 09:20:00,2016-10-06 09:40:00)","101.45"
"A","3","[2016-10-06 09:40:00,2016-10-06 10:00:00)","106.17"
"A","3","[2016-10-06 17:00:00,2016-10-06 17:20:00)","133.14"
"A","3","[2016-10-06 17:20:00,2016-10-06 17:40:00)","127.79"
"A","3","[2016-10-06 17:40:00,2016-10-06 18:00:00)","97.55"
"A","3","[2016-10-06 18:00:00,2016-10-06 18:20:00)","127.92"
"A","3","[2016-10-06 18:40:00,2016-10-06 19:00:00)","92.0"
"A","3","[2016-10-07 08:00:00,2016-10-07 08:20:00)","111.4"
"A","3","[2016-10-07 08:20:00,2016-10-07 08:40:00)","77.2"
"A","3","[2016-10-07 08:40:00,2016-10-07 09:00:00)","85.02"
"A","3","[2016-10-07 09:00:00,2016-10-07 09:20:00)","121.64"
"A","3","[2016-10-07 09:20:00,2016-10-07 09:40:00)","91.22"
"A","3","[2016-10-07 09:40:00,2016-10-07 10:00:00)","107.99"
"A","3","[2016-10-07 17:00:00,2016-10-07 17:20:00)","115.13"
"A","3","[2016-10-07 17:20:00,2016-10-07 17:40:00)","102.68"
"A","3","[2016-10-07 17:40:00,2016-10-07 18:00:00)","109.86"
"A","3","[2016-10-07 18:00:00,2016-10-07 18:20:00)","105.61"
"A","3","[2016-10-07 18:20:00,2016-10-07 18:40:00)","111.22"
"A","3","[2016-10-07 18:40:00,2016-10-07 19:00:00)","153.81"
"A","3","[2016-10-08 08:00:00,2016-10-08 08:20:00)","130.46"
"A","3","[2016-10-08 08:20:00,2016-10-08 08:40:00)","137.67"
"A","3","[2016-10-08 08:40:00,2016-10-08 09:00:00)","115.59"
"A","3","[2016-10-08 09:00:00,2016-10-08 09:20:00)","158.88"
"A","3","[2016-10-08 09:20:00,2016-10-08 09:40:00)","117.27"
"A","3","[2016-10-08 09:40:00,2016-10-08 10:00:00)","109.44"
"A","3","[2016-10-08 17:00:00,2016-10-08 17:20:00)","113.91"
"A","3","[2016-10-08 17:20:00,2016-10-08 17:40:00)","121.59"
"A","3","[2016-10-08 17:40:00,2016-10-08 18:00:00)","104.78"
"A","3","[2016-10-08 18:00:00,2016-10-08 18:20:00)","101.95"
"A","3","[2016-10-08 18:20:00,2016-10-08 18:40:00)","100.76"
"A","3","[2016-10-08 18:40:00,2016-10-08 19:00:00)","114.75"
"A","3","[2016-10-09 08:00:00,2016-10-09 08:20:00)","151.23"
"A","3","[2016-10-09 08:20:00,2016-10-09 08:40:00)","173.09"
"A","3","[2016-10-09 08:40:00,2016-10-09 09:00:00)","182.05"
"A","3","[2016-10-09 09:00:00,2016-10-09 09:20:00)","178.77"
"A","3","[2016-10-09 09:20:00,2016-10-09 09:40:00)","117.69"
"A","3","[2016-10-09 09:40:00,2016-10-09 10:00:00)","131.72"
"A","3","[2016-10-09 17:00:00,2016-10-09 17:20:00)","100.34"
"A","3","[2016-10-09 17:20:00,2016-10-09 17:40:00)","106.75"
"A","3","[2016-10-09 17:40:00,2016-10-09 18:00:00)","103.45"
"A","3","[2016-10-09 18:00:00,2016-10-09 18:20:00)","125.34"
"A","3","[2016-10-09 18:20:00,2016-10-09 18:40:00)","138.83"
"A","3","[2016-10-09 18:40:00,2016-10-09 19:00:00)","97.76"
"A","3","[2016-10-10 08:00:00,2016-10-10 08:20:00)","146.38"
"A","3","[2016-10-10 08:20:00,2016-10-10 08:40:00)","144.4"
"A","3","[2016-10-10 08:40:00,2016-10-10 09:00:00)","144.99"
"A","3","[2016-10-10 09:00:00,2016-10-10 09:20:00)","202.23"
"A","3","[2016-10-10 09:20:00,2016-10-10 09:40:00)","167.24"
"A","3","[2016-10-10 09:40:00,2016-10-10 10:00:00)","103.07"
"A","3","[2016-10-10 17:00:00,2016-10-10 17:20:00)","119.23"
"A","3","[2016-10-10 17:20:00,2016-10-10 17:40:00)","123.44"
"A","3","[2016-10-10 17:40:00,2016-10-10 18:00:00)","118.2"
"A","3","[2016-10-10 18:00:00,2016-10-10 18:20:00)","129.3"
"A","3","[2016-10-10 18:20:00,2016-10-10 18:40:00)","138.81"
"A","3","[2016-10-10 18:40:00,2016-10-10 19:00:00)","100.94"
"A","3","[2016-10-11 08:00:00,2016-10-11 08:20:00)","146.16"
"A","3","[2016-10-11 08:20:00,2016-10-11 08:40:00)","168.43"
"A","3","[2016-10-11 08:40:00,2016-10-11 09:00:00)","180.4"
"A","3","[2016-10-11 09:00:00,2016-10-11 09:20:00)","142.72"
"A","3","[2016-10-11 09:20:00,2016-10-11 09:40:00)","121.82"
"A","3","[2016-10-11 09:40:00,2016-10-11 10:00:00)","121.44"
"A","3","[2016-10-11 17:00:00,2016-10-11 17:20:00)","102.2"
"A","3","[2016-10-11 17:20:00,2016-10-11 17:40:00)","149.22"
"A","3","[2016-10-11 17:40:00,2016-10-11 18:00:00)","146.57"
"A","3","[2016-10-11 18:00:00,2016-10-11 18:20:00)","112.86"
"A","3","[2016-10-11 18:20:00,2016-10-11 18:40:00)","280.83"
"A","3","[2016-10-11 18:40:00,2016-10-11 19:00:00)","127.44"
"A","3","[2016-10-12 08:00:00,2016-10-12 08:20:00)","171.63"
"A","3","[2016-10-12 08:20:00,2016-10-12 08:40:00)","189.11"
"A","3","[2016-10-12 08:40:00,2016-10-12 09:00:00)","207.5"
"A","3","[2016-10-12 09:00:00,2016-10-12 09:20:00)","172.93"
"A","3","[2016-10-12 09:20:00,2016-10-12 09:40:00)","138.97"
"A","3","[2016-10-12 09:40:00,2016-10-12 10:00:00)","143.11"
"A","3","[2016-10-12 17:00:00,2016-10-12 17:20:00)","104.26"
"A","3","[2016-10-12 17:20:00,2016-10-12 17:40:00)","118.68"
"A","3","[2016-10-12 17:40:00,2016-10-12 18:00:00)","114.99"
"A","3","[2016-10-12 18:00:00,2016-10-12 18:20:00)","113.32"
"A","3","[2016-10-12 18:20:00,2016-10-12 18:40:00)","112.96"
"A","3","[2016-10-12 18:40:00,2016-10-12 19:00:00)","119.21"
"A","3","[2016-10-13 08:00:00,2016-10-13 08:20:00)","176.52"
"A","3","[2016-10-13 08:20:00,2016-10-13 08:40:00)","105.61"
"A","3","[2016-10-13 08:40:00,2016-10-13 09:00:00)","159.42"
"A","3","[2016-10-13 09:00:00,2016-10-13 09:20:00)","156.36"
"A","3","[2016-10-13 09:20:00,2016-10-13 09:40:00)","230.05"
"A","3","[2016-10-13 09:40:00,2016-10-13 10:00:00)","96.76"
"A","3","[2016-10-13 17:00:00,2016-10-13 17:20:00)","106.23"
"A","3","[2016-10-13 17:20:00,2016-10-13 17:40:00)","108.75"
"A","3","[2016-10-13 17:40:00,2016-10-13 18:00:00)","120.05"
"A","3","[2016-10-13 18:00:00,2016-10-13 18:20:00)","113.05"
"A","3","[2016-10-13 18:20:00,2016-10-13 18:40:00)","116.78"
"A","3","[2016-10-13 18:40:00,2016-10-13 19:00:00)","102.01"
"A","3","[2016-10-14 08:00:00,2016-10-14 08:20:00)","134.78"
"A","3","[2016-10-14 08:20:00,2016-10-14 08:40:00)","124.29"
"A","3","[2016-10-14 08:40:00,2016-10-14 09:00:00)","131.71"
"A","3","[2016-10-14 09:00:00,2016-10-14 09:20:00)","139.54"
"A","3","[2016-10-14 09:20:00,2016-10-14 09:40:00)","120.72"
"A","3","[2016-10-14 09:40:00,2016-10-14 10:00:00)","118.93"
"A","3","[2016-10-14 17:00:00,2016-10-14 17:20:00)","107.08"
"A","3","[2016-10-14 17:20:00,2016-10-14 17:40:00)","107.79"
"A","3","[2016-10-14 17:40:00,2016-10-14 18:00:00)","113.54"
"A","3","[2016-10-14 18:00:00,2016-10-14 18:20:00)","120.43"
"A","3","[2016-10-14 18:20:00,2016-10-14 18:40:00)","98.43"
"A","3","[2016-10-14 18:40:00,2016-10-14 19:00:00)","203.15"
"A","3","[2016-10-15 08:00:00,2016-10-15 08:20:00)","345.94"
"A","3","[2016-10-15 08:20:00,2016-10-15 08:40:00)","380.12"
"A","3","[2016-10-15 08:40:00,2016-10-15 09:00:00)","407.56"
"A","3","[2016-10-15 09:00:00,2016-10-15 09:20:00)","365.31"
"A","3","[2016-10-15 09:20:00,2016-10-15 09:40:00)","380.62"
"A","3","[2016-10-15 09:40:00,2016-10-15 10:00:00)","390.93"
"A","3","[2016-10-15 17:00:00,2016-10-15 17:20:00)","142.31"
"A","3","[2016-10-15 17:20:00,2016-10-15 17:40:00)","119.23"
"A","3","[2016-10-15 17:40:00,2016-10-15 18:00:00)","131.52"
"A","3","[2016-10-15 18:00:00,2016-10-15 18:20:00)","140.16"
"A","3","[2016-10-15 18:20:00,2016-10-15 18:40:00)","107.73"
"A","3","[2016-10-15 18:40:00,2016-10-15 19:00:00)","525.0"
"A","3","[2016-10-16 08:00:00,2016-10-16 08:20:00)","114.11"
"A","3","[2016-10-16 08:20:00,2016-10-16 08:40:00)","135.07"
"A","3","[2016-10-16 08:40:00,2016-10-16 09:00:00)","150.17"
"A","3","[2016-10-16 09:00:00,2016-10-16 09:20:00)","117.91"
"A","3","[2016-10-16 09:20:00,2016-10-16 09:40:00)","129.87"
"A","3","[2016-10-16 09:40:00,2016-10-16 10:00:00)","227.94"
"A","3","[2016-10-16 17:00:00,2016-10-16 17:20:00)","133.14"
"A","3","[2016-10-16 17:20:00,2016-10-16 17:40:00)","137.67"
"A","3","[2016-10-16 17:40:00,2016-10-16 18:00:00)","93.54"
"A","3","[2016-10-16 18:00:00,2016-10-16 18:20:00)","135.56"
"A","3","[2016-10-16 18:20:00,2016-10-16 18:40:00)","128.98"
"A","3","[2016-10-16 18:40:00,2016-10-16 19:00:00)","147.03"
"A","3","[2016-10-17 08:00:00,2016-10-17 08:20:00)","306.58"
"A","3","[2016-10-17 08:20:00,2016-10-17 08:40:00)","296.26"
"A","3","[2016-10-17 08:40:00,2016-10-17 09:00:00)","288.82"
"A","3","[2016-10-17 09:00:00,2016-10-17 09:20:00)","329.51"
"A","3","[2016-10-17 09:20:00,2016-10-17 09:40:00)","181.31"
"A","3","[2016-10-17 09:40:00,2016-10-17 10:00:00)","128.11"
"A","3","[2016-10-17 17:00:00,2016-10-17 17:20:00)","125.57"
"A","3","[2016-10-17 17:20:00,2016-10-17 17:40:00)","152.19"
"A","3","[2016-10-17 17:40:00,2016-10-17 18:00:00)","125.55"
"A","3","[2016-10-17 18:00:00,2016-10-17 18:20:00)","158.01"
"A","3","[2016-10-17 18:20:00,2016-10-17 18:40:00)","115.05"
"A","3","[2016-10-17 18:40:00,2016-10-17 19:00:00)","116.37"
"A","2","[2016-07-19 08:00:00,2016-07-19 08:20:00)","81.6"
"A","2","[2016-07-19 08:20:00,2016-07-19 08:40:00)","80.21"
